building_ID,CVRMSE,NRMSE,MAE,MAE_NORM,MSE,MSE_NORM,Avg_Test_Loss
all_buildings_power_processed_Library,0.4677525662678172,46.775257277447935,106.51401,0.25859836,35482.78,0.20914891,0.09194339169907641
all_buildings_power_processed_Girls_backup,0.10356794992730206,10.356794989522802,29.206388,0.23206045,1812.8356,0.11444713,0.05188927273889619
all_buildings_power_processed_Boys_backup,0.20181904578321272,20.18190553950726,62.32636,0.13909842,15157.554,0.07549706,0.03157638902096975
