building_ID,CVRMSE,NRMSE,MAE,MAE_NORM,MSE,MSE_NORM,Avg_Test_Loss
MFRED_AG17,0.2143685040973238,21.43685089209662,0.2073409,0.35796022,0.08517723,0.25387686,0.11627473481852749
MFRED_AG10,0.24625544852991146,24.625545668186998,0.14643687,0.44824302,0.03959727,0.37101495,0.17026411403782207
MFRED_AG19,0.24021517755523775,24.021517769112148,0.27674785,0.4725675,0.1421865,0.41458878,0.1846167835089581
MFRED_AG12,0.22452042835937805,22.452042115528457,0.14933334,0.44260895,0.042042084,0.36932698,0.16640304744389303
MFRED_AG07,0.2719030307959454,27.190302266597175,0.13425349,0.4859505,0.033009164,0.43248132,0.192459233146806
MFRED_AG04,0.2824861584904168,28.2486152416137,0.095664054,0.4640478,0.018389784,0.4327175,0.1842790043200028
